EnglishProjectName,ProjectShortName,CS10FolderName,CS10FolderId
NOVA Gas Transmission Ltd. - construct and operate the West Path Delivery Project (HEARING),NGTL West Path Delivery Project,,3760400.0
NOVA Gas Transmission Ltd. - Leismer Ethane Extraction Plant Tie-in Project,NGTL Leismer Ethane Extraction Plant Tie-in ,,4237147.0
NOVA Gas Transmission Ltd. - Mildred Lake West Sales Meter Station Project,NGTL-Mildred Lake West Sales Meter Station,,4336886.0
NOVA Gas Transmission Ltd. - NGTL West Path Delivery 2022 Project,West Path Delivery 2022,2020-06-01 - Application for the NGTL West Path Delivery 2022 Project,3930580.0
NOVA Gas Transmission Ltd. - North Corridor Expansion Project- Issuance of Instruments,NGTL North Corridor Exp.,,4090625.0
NOVA Gas Transmission Ltd. - NPS 16 Marten Hills Producer Tie-In Rehabilitation Project Application for Exemption Order.,NGTL Marten Hills Producer Tie-In Rehabilitation,2020-06-02 - Application for an Exemption Order for the NPS 16 Marten Hills Producer Tie-In Rehabilitation Project,3930601.0
"NOVA Gas Transmission Ltd. - s. 21 application to vary Order XG-N081-021-2014 - Carmon Creek East Sales Meter Station, condition 7.",NOVA Gas Transmission Ltd. - s. 21 application to ,2014-06-10 - Application for the Carmon Creek East Sales Meter Station,2481285.0
NOVA Gas Transmission Ltd. - to construct and operate - North Central Corridor Remediation Project,NGTL North Central Corridor Remediation Project,2020-11-12 - Application for the North Central Corridor Remediation Project,4004774.0
NOVA Gas Transmission Ltd. - Willow Valley Interconnect Project.,Willow Valley Interconnect,,4302087.0
"NOVA Gas Transmission Ltd. (NGTL), application to reactivate two pipelines located at Baptiste River and Brewster Creek crossings",NGTL Brewster Creek and Baptiste River React,,4083830.0
NOVA Gas Transmission Ltd. Abandonment of the NGTL 2015 Meter Stations and Laterals Project,NGTL 2015 meter stations and laterals abandonment,2015-10-19 - Application for the 2015 Meter Station and Associated Lateral Abandonment Project (MHW-004-2015),2839294.0
NOVA Gas Transmission Ltd. AO for Muserau Cutbank Expansion Project,NGTL Musreau Cutbank Expans - Condition Amendment,,2453214.0
NOVA Gas Transmission Ltd.- Application for Approval of the 2021 Pipeline Decommission Program,NGTL 2021 Decommissioning Program,2022-08-22 - Application for Approval of the 2021 Pipeline Decommission Program,4236404.0
NOVA Gas Transmission Ltd.- Application for the Pioneer South Pipeline Acquisition of Assets,NGTL Acquisition of Pioneer South Assets ,,4032765.0
Nova Gas transmission Ltd. application to construct and operate - Dawson Creek No. 2 Receipt Meter Station,Dawson Creek No. 2,,3890775.0
NOVA Gas Transmission Ltd. application to construct and operate - Gundy West No. 2 Receipt Meter Station,NGTL Gundy West No. 2 Receipt Meter Station,2021-01-12 - Application for the Gundy West No. 2 Receipt Meter Station,4032441.0
Nova Gas Transmission Ltd. application to construct and operate - NPS 16 Mildred Lake North Lateral Relocation,NGTL Mildred Lake North Lateral,,3901136.0
NOVA Gas Transmission Ltd. application to construct and operate the Groundbirch Mainline Loop (Saturn Section) and Saddle Hills Compressor Station C4 Unit Addition,Groundbirch Mainline Loop (Saturn Section),2020-11-05 - Application for the Groundbirch Mainline Loop (Saturn Section) and Saddle Hills Compressor Station C4 Unit Addition,4005081.0
NOVA Gas Transmission Ltd. -Application to construct and operate the NGTL West Path Delivery 2023 Project,West Path Delivery 2023,"Certificate, Orders and Compliance",4295621.0
NOVA Gas Transmission Ltd. application to install new cooling systems at the existing Hidden Lake and Hidden Lake North Compressor Stations.,NGTL Hidden Lake and North Cooler Addition,,4096850.0
NOVA Gas Transmission Ltd. application to sell the Countess West Lateral to Pioneer Gas Co-op Limited,Countess West Lateral Sale from NGTL to Pioneer,2020-08-12 - Application for the Sale of the Countess West Lateral to Pioneer Gas Co-op Ltd.,3950525.0
NOVA Gas Transmission Ltd. Liege Lateral Loop 2 PCMR condition,NOVA Gas Transmission Ltd. Liege Lateral Loop 2 PC,2014-09-19 - Application for the Liege Lateral Loop 2 (Thornbury Section) and Leismer East Compressor Station Project,2523776.0
NOVA Gas Transmission Ltd.- Operations and Maintenance Notification OM2020-316 - Caribou habitat offsets,NGTL - Caribou Habitat Offsets at Copton Creek MS,2020 Notification,3891027.0
NOVA Gas Transmission Ltd. Peace River Mainline Abandonment (MH-002-2017),Peace River Mainline Abandonment,,3546801.0
NOVA Gas Transmission Ltd. s 58 Application to construct and operate - Resthaven Receipt Meter Station Expansion Project.,NGTL s 58 Resthaven Receipt Meter Stn Expansion,,3279318.0
NOVA Gas Transmission Ltd. s. 214 application to construct and operate - Alberta-Montana Border Sales Meter Station Replacement,AB/MT Meter Station,2019-10-03 Application for construction of the Alberta-Montana Border Sales Meter Station Replacement,3827688.0
NOVA Gas Transmission Ltd. s. 214 application to construct and operate - Anderson Lake Receipt Meter Station,Anderson Lake Receipt Meter Station,2019-10-22 Application for the construction of Anderson Lake Receipt Meter Station,3875132.0
NOVA Gas Transmission Ltd. s. 214 application to construct and Operate - Dawson Creek East No. 2 Receipt Meter Station,Dawson Creek East,,3890775.0
NOVA Gas Transmission Ltd. s. 43 OPR application  to Increase the Licensed Maximum Operating Pressure for the Meikle River Unit B2 Compressor Station.,NOVA Gas Transmission Ltd. s. 43 OPR application  ,,3074731.0
NOVA Gas Transmission Ltd. s. 52 application - Edson Mainline Expansion Project,NGTL Edson Mainline Exp.,Certificate and Compliance,4096956.0
NOVA Gas Transmission Ltd. s. 58 application  - Boulder Creek South Lateral,NOVA Gas Transmission Ltd. s. 58 application  - Bo,2016-05-16 - Application for the Boulder Creek South Lateral,2967755.0
NOVA Gas Transmission Ltd. s. 58 application - Gold Creek South Receipt Meter Station Expansion,NGTL - Gold Creek S. Receipt Meter Stn. Expansion,,3324405.0
NOVA Gas Transmission Ltd. s. 58 application - to construct and operate - Groundbirch Mainline Loop (Sunrise Section),Groundbirch Mainline Loop (Sunrise Section),2019-04-29 Application for the Construction of Groundbirch Mainline Loop (Sunrise Section),3773172.0
NOVA Gas Transmission Ltd. s. 58 Application for Bonanza Receipt Meter Station Expansion,NGTL - Bonanza Receipt Meter Stn Expansion,2017-11-03 Application for Bonanza Receipt Meter Station Expansion,3350723.0
NOVA Gas Transmission Ltd. s. 58 Application for Burnt River Receipt Meter Station Replacement,NOVA Gas Transmission Ltd. s. 58 Application for B,2015-10-27 - Application for the Burnt River Receipt Meter Station Replacement,2839479.0
NOVA Gas Transmission Ltd. s. 58 Application for Construction and Operation - Sundre Crossover Project,NGTL Sundre Crossover,,3225032.0
NOVA Gas Transmission Ltd. s. 58 Application for Dawson Creek Receipt Meter Station,NOVA Gas Transmission Ltd. s. 58 Application for D,2016-04-27 - Application for the Dawson Creek Receipt Meter Station,2949592.0
NOVA Gas Transmission Ltd. s. 58 Application for Ipiatik Lake Sales Meter Station Modifications,Ipiatik Lake Sales Meter Station Modifications,2017-09-29 Application for Ipiatik Lake Sales Meter Station Modifications,3338536.0
NOVA Gas Transmission Ltd. s. 58 Application for Saddle West Expansion,Saddle West Expansion,,3339009.0
NOVA Gas Transmission Ltd. s. 58 application to construct and operate - Cutbank River North Receipt Meter Station,NGTL Cutbank River North MS,,3781722.0
NOVA Gas Transmission Ltd. s. 58 application to construct and operate - Dorscheid Receipt Meter Station,Dorscheid Receipt Meter Station *Duplicate4delete*,,3751902.0
NOVA Gas Transmission Ltd. s. 58 application to construct and operate - Dorscheid Receipt Meter Station,Dorscheid Receipt Meter Station,2019-02-26 Application for the Construction of Dorscheid Receipt Meter Station,3751902.0
NOVA Gas Transmission Ltd. s. 58 application to construct and operate - Forestburg Lateral Loop and Forestburg East Sales Meter Station,NGTL Forestburg Lateral and East Sales MS,,3689740.0
"Nova Gas Transmission Ltd. s. 58 application to construct and operate - Mildred Lake East Sales Meter Station and s. 45.1 OPR decommissioning application to remove existing meter runs, etc",NGTL Mildred Lake East Sales MS,2019-02-14 Application for the Construction of Mildred Lake East Sales Meter Station,3752041.0
NOVA Gas Transmission Ltd. s. 58 application to construct and operate - Pipestone Creek Receipt Meter Station,Pipestone Creek Receipt MS,,3752042.0
NOVA Gas Transmission Ltd. s. 58 application to construct and operate - Saddle Lake Lateral Loop (Cold Lake Section) Project,NGTL Saddle Lake Lateral Loop (Cold Lake Section),2019-08-23 Application for Saddle Lake Lateral Loop (Cold Lake Section) Project,3815616.0
NOVA Gas Transmission Ltd. s. 58 application to construct and operate - Sunchild Receipt Meter Station,Sunchild Receipt Meter Station,2019-07-08 Application for the construction of Sunchild Receipt Meter Station,3781739.0
NOVA Gas Transmission Ltd. s. 58 Grey Owl Creek Receipt Meter Station Expansion,NOVA Gas Transmission Ltd. s. 58 Grey Owl Creek Re,2015-09-01 - Application for the Grey Owl Creek Receipt Meter Station Expansion,2813538.0
NOVA Gas Transmission Ltd. s. 58 Livingstone Creek Receipt Meter Station Expansion,NGLT Livingstone Creek MS,2018-03-26 - Application for the Livingstone Creek Receipt Meter Station,3545042.0
NOVA Gas Transmission Ltd. s. 58 Lodgepole Compressor Station Unit Addition and Interconnect,NOVA Gas Transmission Ltd. s. 58 Lodgepole Compres,2016-02-12 - Application for the Lodgepole Compressor Station Unit Addition and Interconnect,2926830.0
NOVA Gas Transmission Ltd. s. 58 Medicine Hat Compressor Station,NOVA Gas Transmission Ltd. s. 58 Medicine Hat Comp,2015-10-30 - Application for the Medicine Hat Compressor Station,2855154.0
NOVA Gas Transmission Ltd. s. 58 Minnow Lake West Receipt Meter Station Expansion,Minnow Lake West Receipt Meter Station Expansion,2017-09-14 Application for Minnow Lake West Receipt Meter Station Expansion,3325472.0
NOVA Gas Transmission Ltd. s. 58 Musreau Lake North No. 2 Receipt Meter Station,NOVA Gas Transmission Ltd. s. 58 Musreau Lake Nort,2016-01-26 - Application for the Musreau Lake North No. 2 Receipt Meter Station,2909453.0
NOVA Gas Transmission Ltd. s. 58 Northwest Mainline Loop (Boundary Lake North Section) HEARING,NGTL Boundary Lake North Section,Board Order and Compliance,3596952.0
NOVA Gas Transmission Ltd. s. 58 Saturn No. 2 Receipt Meter Station,Saturn No. 2 Receipt MS,2017-08-29 Application for Construction of the Saturn No. 2 Receipt Meter Station,3325108.0
NOVA Gas Transmission Ltd. s. 74(1)(b) application for leave to purchase the Albersun Pipeline owned by Suncor Energy Logistics Corporation (Suncor),Albersun Asset Transfer,2016-04-27 - Application for the Albersun Pipeline Asset Purchase (GHW-001-2016),2955092.0
NOVA Gas Transmission Ltd. s. 74(1)(d) application - Abandon Meter Stations and Lateral Pipelines on the NGTL System,NGTL 2017 Abandonment Program,,3466695.0
NOVA Gas Transmission Ltd. s.58  application to construct and operate - Grey Owl Creek North Receipt Meter Station Expansion Project.,Grey Owl Creek North Receipt MS Expansion,,3300010.0
NOVA Gas Transmission Ltd. s.58 Application for construction and operation - Grey Owl Creek Receipt Meter Station Expansion No. 3,NOVA Gas Transmission Ltd. s.58 Application for co,2017-03-17 - Application for the Grey Owl Creek Receipt Meter Station Expansion No. 3,3211569.0
Nova Gas Transmission Ltd. s.58 Application for construction and operation. - Tony Creek No. 2 Receipt Meter Station,Nova Gas Transmission Ltd. s.58 Application for co,2017-03-17 - Application for the Tony Creek No. 2 Receipt Meter Station,3211249.0
NOVA Gas Transmission Ltd. s.58 Application for Empress Area Extraction Connections Project,NGTL - Empress Area Extraction Connections,,3339105.0
NOVA Gas Transmission Ltd. s.58 application to construct and operate - Grace Creek North Receipt Meter Station,Grace Creek Meter Station,,3300125.0
"NOVA Gas Transmission Ltd-Request for Relief under Extenuating Circumstances and a Relaxation of the 21, Working Day Notification Requirement of Operations and Maintenance (O&M) Activities",NOVA Gas Transmission Ltd-Request for Relief under,ESIM Migration 1300014546,14546.0
NOVA Gas Transmission s. 214 application to construct and operate - Clearwater Compressor Station C7 Unit Addition,Clearwater CS C7 Unit Addition,,3828336.0
NOVA Gas Transmission s. 52 Project Description for Towerbirch Expansion Project,Towerbirch Expansion Project,"Certificate, Board Orders and Compliance",3160060.0
NOVA Gas Transmission s. 58 application - Rodney Creek Receipt Meter Station,Rodney Creek Receipt MS,2017-11-22 Application for Rodney Creek Receipt Meter Station,3393591.0
NOVA Gas Transmission s. 58 application for Ansell South Receipt Meter Station,NOVA Gas Transmission s. 58 application for Ansell,2015-02-26 - Application for Ansell South Receipt Meter Station,2694102.0
NOVA Gas Transmission s. 58 Application for Dismal Creek North Receipt Meter Station,NGTL - Dismal Creek North Receipt Meter Stn,,3394020.0
NOVA Gas Transmission s. 58 application for Livingstone Creek Receipt Meter Station and Livingstone Creek No. 2 Receipt Meter Station,NOVA Gas Transmission s. 58 application for Living,,2558382.0
NOVA Gas Transmission s. 58 application for Wildhay River South Receipt Meter Station,NOVA Gas Transmission s. 58 application for Wildha,2014-10-01 Application for the Wildhay River South Receipt Meter Station,2524915.0
NOVA Gas Transmission s. 58 application to construct and operate - Sheerness No. 2 Sales Meter Station,Sheerness No. 2 Sales Meter Station,2019-04-01 Application for the Construction of Sheerness No. 2 Meter Station,3760816.0
NOVA Gas Transmission s. 58 application to construct and operate - Smoky River Sales Meter Station,NGTL Smoky River Sales MS,,3808912.0
NOVA Gas Transmission s. 58 Monarch Interconnect Facility Modifications,NOVA Gas Transmission s. 58 Monarch Interconnect F,2015-02-27 - Application for Monarch Interconnect Facility Modifications,2697153.0
NOVA s. 45.1 application - Decommissioning of Meter Station and Lateral Pipeline.,NOVA s. 45.1 application - Decommissioning of Mete,2013-05-24 Application for Approval to Decommission NGTL System Meter Stations and Associated Laterals,956768.0
NOVA s. 58 - Musreau Cutbank Expansion Project,NOVA s. 58 - Musreau Cutbank Expansion Project,,2453214.0
NOVA s. 58 application  - Kettle River North #2 Sales Meter Station Upgrade,NOVA s. 58 application  - Kettle River North #2 Sa,2014-06-16 Application for Kettle River North 2 Sales Meter Station Upgrade,2481809.0
NOVA s. 58 application  - Norma Transmission Pipeline Project,NOVA s. 58 application  - Norma Transmission Pipel,2013-03-04 - Application for the Norma Transmission Pipeline,927564.0
NOVA s. 58 application - Bilbo Receipt Meter Station Project,NOVA s. 58 application - Bilbo Receipt Meter Stati,,8418.0
NOVA s. 58 application - Bonanza Receipt Meter Station Upgrade Project.,NOVA s. 58 application - Bonanza Receipt Meter Sta,2013-10-15 Application for Bonanza Receipt Meter Station Upgrade,1049736.0
NOVA s. 58 application - East Calgary B Interconnect Project.,NOVA s. 58 application - East Calgary B Interconne,2014-06-17 Application for East Calgary B Interconnect,2483485.0
NOVA s. 58 application - Grey Owl Creek Receipt Meter Station Project,NOVA s. 58 application - Grey Owl Creek Receipt Me,,956593.0
NOVA s. 58 application - Japan Canada No. 2 Sales Meter Station,NOVA s. 58 application - Japan Canada No. 2 Sales ,2014-10-01 Application for Japan Canada No. 2 Sales Meter Station,2525588.0
NOVA s. 58 application - Leming Lake Sales Lateral Loop Project,NOVA s. 58 application - Leming Lake Sales Lateral,,948908.0
NOVA s. 58 application - Liege Lateral Loop 2 (Thornbury Section) and Leismer East Compressor Station,NOVA s. 58 application - Liege Lateral Loop 2 (Tho,2014-09-19 - Application for the Liege Lateral Loop 2 (Thornbury Section) and Leismer East Compressor Station Project,2523776.0
NOVA s. 58 application for an order approving the construction and operation of the Sunday Creek South Lateral Loop No. 3 (Project).,NOVA s. 58 application for an order approving the ,,942200.0
NOVA s. 58 application to construct and Operate - Medicine Hat Capacity Expansion Project,NOVA s. 58 application to construct and Operate - ,ESIM Migration 1300008335,8335.0
NOVA s. 58 application -to construct and operate - Otter Lake Compressor Station,NOVA s. 58 application -to construct and operate -,2013-12-18 - Application for the Otter Lake Compressor Station,2396049.0
"NOVA, S. 47 application for Leave to Open, Leismer to Kettle River Crossover project, GC-120","NOVA, S. 47 application for Leave to Open, Leismer",2011-07-15 - Application for the Leismer to Kettle River Crossover (GH-004-2011),704296.0
NOVA. s. 58 application - Snipe Hills Compressor Station Project.,NOVA. s. 58 application - Snipe Hills Compressor S,2014-06-02 - Application for the Snipe Hills Compressor Station,2480438.0
"NPS 8 Mitsue Lateral Leaks and NPS 6 Ukalta Lateral Leak, Safety Order",NPS 8 Mitsue Lateral Leaks and NPS 6 Ukalta Latera,,8141.0
"NPS 8 Mitsue Lateral Leaks and NPS 6 Ukalta Lateral Leak, Safety Order",NPS 8 Mitsue Lateral Leaks and NPS 6 Ukalta Latera,,8142.0
NuVista Energy s. 21 application to transfer ownership of Hayter-Eyehill pipeline to Bow River Energy Limited,NuVista Energy s. 21 application to transfer owner,2014-02-24 - Application for Change of ownership for the Hayter Eyehill Pipeline from NuVista to Bow River,2431794.0
NuVista s. 44 application for temporary deactivation of the Hayter-Eyehill pipeline.,NuVista s. 44 application for temporary deactivati,ESIM Migration 1300008359,8359.0
NuVista s. 58 application for the construction of Hayter - Eye Hill Pipeline,NuVista s. 58 application for the construction of ,2007-11-09 - Construction of the Hayter-Eye Hill Pipeline from 14-12-40-01 W4M to 16-08-40-28 W3M,485450.0
NuVista s. 74(1)(a) application for transfer of ownership of the Hallam Pipeline from NuVista to Bonavista.,NuVista s. 74(1)(a) application for transfer of ow,2014-08-22 - Application to Transfer Hallam Pipeline from NuVista Energy Ltd. to Bonavista Energy Corporation,2504331.0
Obsidian Energy Ltd - Application dated for the Esther Pipeline XO-P166-7-99 Abandonment,Esther (XO-P166-7-99) Pipeline Abandonment,,4287672.0
Obsidian Energy Ltd s. 74.1 (a) and (b) application to sell the Wildboy pipeline to Tidewater Midstream and Infrastructure Ltd.,Wildboy Pipeline Obsidian to Tidewater,,3413204.0
Obsidian Energy Ltd. - Application for the Compeer Pipeline XG-O56-54-95 Abandonment,Compeer (XG-O56-54-95)Pipeline Abandonment,2022-11-14 - Application for the Compeer Pipeline Abandonment - XG-056-54-95,4287553.0
Obsidian Energy Ltd. - Application for the Esther Pipeline XC-P166-1-96 Abandonment,Esther (XC-P166-1-96) Pipeline Abandonment,,4287671.0
Obsidian Energy Ltd. - Application for the Esther/Fusilier Pipeline XG-P116-5-99 Abandonment,Esther/Fulisier (XG-P116-5-99) P/L Abandonment,2022-11-14 - Application for the Esther/Fusilier Pipeline Abandonment - XG-P116-5-99,4287993.0
Obsidian Energy Ltd. - Chinchaga Pipeline Abandonment,Chinchaga (XG-V037-17-2006) Pipeline Abandonment,,4389394.0
Obsidian Energy Ltd. s. 74 (1) Application to Abandon one lateral pipeline.- Ester Court,Ester Court Abandonment,2018-09-25 - Application for the Esther Court Pipeline Abandonment (MHW-002-2019),3614460.0
Ojay Pipeline Project,Ojay Pipeline Project,,582653.0
"Omimex Canada, Ltd. application for leave to abandon the Reagan Pipeline and associated facilities.",Omimex Reagan Pipeline Abandonment,,4082065.0
ONEOK Rockies Processing Company (Canada) Ltd. s. 21 application to vary Orders to change name to Lignite Pipeline Canada Corp.,ONEOK to Lignite - North Portal Pipeline,,3751822.0
order to TQM - Changes in class location which have occurred on the Trans Québec and Maritimes Pipelines Inc,TQM - Changes in Class Location,,
Ovintiv Canada ULC application to vary order XG-013-2020. Tupper Hythe Pipeline,Ovintiv - Tupper Hythe Pipeline variance,2020-01-29 - Notification of Name Change from Encana Corporation to Ovintiv Canada ULC,3901221.0
PanTerra Resources and Talisman Energy s. 74 and 21 application for leave to sell/buy its interest in the Compass Pipeline,PanTerra Resources and Talisman Energy s. 74 and 2,,2490872.0
PanTerra section 21 application for change of name from PanTerra to Ikkuma Resources Corp,PanTerra section 21 application for change of name,,2490873.0
Part IV of the Act Applications by Imperial Oil Resources Ventures Limited for approval of toll and tariff principles for the Mackenzie Valley Pipeline.,Part IV of the Act Applications by Imperial Oil Re,,659319.0
Peace River Mainline Rupture,Peace River Mainline Rupture,,
Pelican Mainline Back-up Loop Relocation,Pelican Mainline Back-up Loop Relocation,,631797.0
Pembina Prairie Facilities Ltd s. 58 Application for Vantage Pipeline Aneroid Pump Station Addition,Vantage Pipeline Pump Station Addition - Aneroid,,2797857.0
Pembina Prairie Facilities Ltd. s. 58 Application for Vantage Pipeline Carnagh Pump Station Addition,Vantage Pipeline Pump Station Addition - Carnagh ,,2803942.0
Pembina s. 21 application to  vary Order AO-002-XO-P115-04-2011 – Condition 21,Pembina s. 21 application to  vary Order AO-002-XO,2012-09-04 - Application to Vary Condition 21 of Board Order AO-002-P115-04-2011,859379.0
Pembina S.45.1 OPR 99 application - Taylor and Goodlow Decommissioning Project,Pembina S.45.1 OPR 99 application - Taylor and Goo,2012-09-28 - Application for the Taylor and Goodlow Decommissioning Project,872231.0
Pengrowth Energy Corp s. 21 application - Amalgamation between Pengrowth Corporation and NAL Energy Corp -  new operating name - Pengrowth Energy Corporation,Pengrowth Energy Corp s. 21 application - Amalgama,2014-10-30 - Application for Amalgamation of NAL and Pengrowth forming Pengrowth Energy Corporation,2547386.0
Penn West Petroleum Ltd. s. 44 OPR Deactivation of Esther Oil Pipeline (XO-P166-7-99),Penn West Petroleum Ltd. s. 44 OPR Deactivation of,,2855067.0
Petro-Canada - S.44 Deactivation,Petro-Canada - S.44 Deactivation,ESIM Migration 1000023509,2157.0
Petroleum Transmission Company (PTC) Application to deactivate 11.4 km of the 168.3 mm outside diameter Cochin Spur Pipeline,Petroleum Transmission Company (PTC) Application t,2015-12-17 - Application to deactivate 11.4 km of the 168.3mm outside diameter Cochin Spur Pipeline,2897248.0
Phase II Expansion Project,Phase II Expansion Project,2010-02-23 – Application for the Phase II Expansion Project,601594.0
Pigging Facilities Bronte Lateral,Pigging Facilities Bronte Lateral,2002-10-24 Seventh Supplementary Application for 2002 - Pigging Facilities Bronte Lateral,242636.0
Pine Cliff Energy Ltd s. 43 OPR application to increase MOP of the NPS 16 Pipeline,MOP Increase for the NPS 16 Pipeline,2019-02-21 - Application to Increase the Maximum Operating Pressure for the Many Islands NPS 16 Pipeline,3752044.0
Pipeline Replacements in Williamsburg ON,Pipeline Replacements in Williamsburg ON,"2003-09-29 Application for Pipeline Replacements in the Township of Williamsburg, Ontario",295327.0
Pipeline Transfer of Ownership for 4 Boundary Lake pipelines from Kaiser Exploration to Venturion Oil,Pipeline Transfer of Ownership for 4 Boundary Lake,2014-06-06 Application for a change of ownership,2481384.0
PIPELINES - ORDERS,PIPELINES - ORDERS,ESIM Migration 1000006158,1746.0
Placeholder - PTS Migration,Placeholder - PTS Migration,ESIM Migration 1300005272,5272.0
Placeholder - PTS Migration,Placeholder - PTS Migration,ESIM Migration 1300005273,5273.0
Placeholder - PTS Migration,Placeholder - PTS Migration,ESIM Migration 1300005275,5275.0
Placeholder - PTS Migration,Placeholder - PTS Migration,ESIM Migration 1300005276,5276.0
Placeholder - PTS Migration,Placeholder - PTS Migration,ESIM Migration 1300005277,5277.0
Placeholder - PTS Migration,Placeholder - PTS Migration,ESIM Migration 1300005279,5279.0
Placeholder - PTS Migration,Placeholder - PTS Migration,ESIM Migration 1300005291,5291.0
Plains Midstream  s. 44 OPR  application to deactivate sections of the Milk River Pipeline System,Plains Midstream  s. 44 OPR  application to deacti,2013-10-23 Application to Deactivate the Milk River Pipeline Systm,1056205.0
"Plains Midstream- Application to Vary Condition 7 of Order MO-035-2012, to extend sunset Clause to 30 April 2014.",Plains Midstream - Vary Condition 7 of MO-035-2012,2012-08-21 - Application for Reactivation of the Eastern Delivery System South,849017.0
Plains Midstream Canada s. 21 application to vary AO-002-MO-011-2012,Plains Midstream Canada s. 21 application to vary ,2011-12-23 - Application to Reactivate the Windsor-Sarnia Pipeline,779118.0
Plains Midstream Canada s. 58 Application  Regina Terminal Tank CRTK-124,Plains Midstream Canada s. 58 Application  Regina ,2015-11-23 - Application for the Plains Regina Terminal Tank CRTK-124,2857911.0
Plains Midstream Canada ULC - 	Variance Request to Safety Order SO-P384-001-2014 -Extension to Condition 2b and 3b Deadline.,Plains Midstream Canada ULC - 	Variance Request to,ESIM Migration 1300025401,25401.0
Plains Midstream Canada ULC – 2010 Management and Protection Program Audit – Corrective Action Plan (CAP) Implementation Assessment,Plains Midstream Canada ULC–Management System CAP ,,
Plains Midstream Canada ULC - Application for Deactivation of the Moose Jaw and Stewart Valley Meter Stations.,Moose Jaw - Stewart Valley MS Deactivation,,4287779.0
Plains Midstream Canada ULC - Application for Reactivation of Windsor E 5 Cavern,Plains Midstream Canada ULC - Application for Reac,2012-09-12 - Application for Reactivation of the Windsor E-5 Facilities - MO-004-2013,861322.0
Plains Midstream Canada ULC - Application for Reactivation of Windsor E3 Cavern,Plains Midstream Canada ULC - Application for Reac,2012-08-30 - Application for Reactivation of the Windsor E-3 Facilities,858592.0
Plains Midstream Canada ULC - Application to reactivate the Eastern Delivery System South - Conditions 4 & 5 Filing and s. 47 application for Leave to Open of Amended Order AO-001-MO-035-2012.,Plains Midstream Canada ULC - Application to react,2012-08-21 - Application for Reactivation of the Eastern Delivery System South,849017.0
Plains Midstream Canada ULC - EDS-S Reactivation Application,Plains Midstream Canada ULC - EDS-S Reactivation A,2012-08-21 - Application for Reactivation of the Eastern Delivery System South,849017.0
Plains Midstream Canada ULC - Wapella Deactivation Application,Wapella Deactivation,2021-10-22 - Application for Deactivation of the Wapella NPS 8 Pipeline,4157568.0
Plains Midstream Canada ULC application to Deactivate Kalkaska NPS 8 Pipeline.,Kalkaska NPS 8 Pipeline Deactivation,2021-01-15 - Application to Deactivate Kalkaska NPS 8 Pipeline,4032865.0
"Plains Midstream Canada ULC Conditions 4, 5 and 6 of MO-011-2012 Final Reports", Plains Windsor Sarnia Pipeline Reactivation,,
"Plains Midstream Canada ULC Conditions 4, 5 and 6 of MO-011-2012 Final Reports", Plains Windsor Sarnia Pipeline Reactivation,,
Plains Midstream Canada ULC. s. 58 Windsor Terminal Reconfiguration Project,Plains Midstream Canada ULC. s. 58 Windsor Termina,2016-03-04  -  Application for Windsor Terminal Reconfiguration Project,2935375.0
Plains Midstream Connections,Plains Midstream Connections,2009-04-23 Application for Plains Midstream Connections,554607.0
"Plains Midstream request for relief from Condition 6, extension to deadline of Order MO-011-2012",Plains Midstream request for relief from Condition,2011-12-23 - Application to Reactivate the Windsor-Sarnia Pipeline,779118.0
Plains Midstream Requesting the Variance of Additional Orders and Certificates,Plains Midstream Requesting the Variance of Additi,"2012-04-16 - Application to Vary Board Orders and Certificates held by Dome NGL Pipeline Ltd., Dome Kerrobert Pipeline Ltd. and BP Canada Energy Resources Company",809225.0
Plains Midstream s. 74 (1)(c) application  for Plains Midstream Empress Management ULC to amalgamate with Plains Midstream Canada ULC,Plains Midstream Canada AO-006-GC-19,2016-08-11 - Application for Variance of Existing Orders and Certificates,3025038.0
Plains Midstream s. 74 (1)(c) application  for Plains Midstream Empress Management ULC to amalgamate with Plains Midstream Canada ULC,Plains Midstream s. 74 (1)(c) application  for Pla,,36645.0
"Plains request to lift the pressure restriction Safety Order SO-P384-004-2011, Wascana crude oil mainline",Plains request to lift the pressure restriction Sa,ESIM Migration 1300008306,8306.0
"Plains s. 44 OPR application to deactivate the Aurora NPS 8 pipeline, OC-11",Plains s. 44 OPR application to deactivate the Aur,,2837158.0
Plains Southern Lights Connectivity,Plains Southern Lights Connectivity,2011-07-07 - Application for Plains Southern Lights Connectivity,701569.0
"Plains updated s. 21 Wascana Pipeline Application for variation to Order No. MO-52-76, revised for bi-directional service.",Plains updated s. 21 Wascana Pipeline Application ,,872390.0
Plains Wascana Reversal Connection at Regina,Plains Wascana Reversal Connection at Regina,2012-10-22 - Application for the Plains Wascana Reversal Connection at Regina,877280.0
Port Elgin Meter Station,Port Elgin Meter Station,2011-06-07  - Application for Port Elgin Meter Station,692277.0
Post Consturction Clean Up Efforts,Post Consturction Clean Up Efforts,2009-08-21 - Application for Planned Variation in Procedure from original EPP,568239.0
"Pouce Coupé  s. 45.1  OPR application to purge, decommission and remove the existing 1 km section of the Northern System","Pouce Coupé  s. 45.1  OPR application to purge, de",ESIM Migration 1300031297,31297.0
