Date,Pipeline Name,KeyPointID,Direction of Flow,Trade Type,Capacity (1000 m3/d),Throughput (1000 m3/d)
2015-04-01,TCPL,KP0010,south,intracanada,49594.0,7067.604
2015-05-01,TCPL,KP0010,south,intracanada,49594.0,23260.6442
2015-06-01,TCPL,KP0010,south,intracanada,49594.0,25596.8333
2015-07-01,TCPL,KP0010,south,intracanada,49594.0,20344.4616
2015-08-01,TCPL,KP0010,south,intracanada,49594.0,21046.769
2015-09-01,TCPL,KP0010,south,intracanada,49594.0,16697.2567
2015-10-01,TCPL,KP0010,south,intracanada,49594.0,4178.8455
2015-11-01,TCPL,KP0010,south,intracanada,49594.0,351.769
2015-12-01,TCPL,KP0010,south,intracanada,49594.0,3432.8752
2016-01-01,TCPL,KP0010,south,intracanada,49594.0,3.1636
2016-02-01,TCPL,KP0010,south,intracanada,49594.0,0.6269
2016-03-01,TCPL,KP0010,south,intracanada,49594.0,1722.8955
2016-04-01,TCPL,KP0010,south,intracanada,49594.0,219.3057
2016-05-01,TCPL,KP0010,south,intracanada,49594.0,7281.6068
2016-06-01,TCPL,KP0010,south,intracanada,49594.0,11357.1
2016-07-01,TCPL,KP0010,south,intracanada,49594.0,6222.5155
2016-08-01,TCPL,KP0010,south,intracanada,49594.0,4119.3552
2016-09-01,TCPL,KP0010,south,intracanada,49594.0,11450.3123
2016-10-01,TCPL,KP0010,south,intracanada,49594.0,9426.2458
2016-11-01,TCPL,KP0010,south,intracanada,49594.0,336.5763
2016-12-01,TCPL,KP0010,south,intracanada,49594.0,42.4658
2017-01-01,TCPL,KP0010,south,intracanada,49594.0,1.8423
2017-02-01,TCPL,KP0010,south,intracanada,49594.0,0.0739
2017-03-01,TCPL,KP0010,south,intracanada,49594.0,10.9087
2017-04-01,TCPL,KP0010,south,intracanada,49594.0,15.477
2017-05-01,TCPL,KP0010,south,intracanada,49594.0,26.7658
2017-06-01,TCPL,KP0010,south,intracanada,49594.0,2729.988
2017-07-01,TCPL,KP0010,south,intracanada,49594.0,924.6774
2017-08-01,TCPL,KP0010,south,intracanada,49594.0,77.9519
2017-09-01,TCPL,KP0010,south,intracanada,49594.0,2.442
2017-10-01,TCPL,KP0010,south,intracanada,49594.0,7.6548
2017-11-01,TCPL,KP0010,south,intracanada,49594.0,13.971
2017-12-01,TCPL,KP0010,south,intracanada,49594.0,6.9429
2018-01-01,TCPL,KP0010,south,intracanada,49594.0,34.1303
2018-02-01,TCPL,KP0010,south,intracanada,49594.0,8.8968
2018-03-01,TCPL,KP0010,south,intracanada,49594.0,1.4071
2018-04-01,TCPL,KP0010,south,intracanada,49594.0,2.2977
2018-05-01,TCPL,KP0010,south,intracanada,49594.0,1033.81
2018-06-01,TCPL,KP0010,south,intracanada,49594.0,654.5907
2018-07-01,TCPL,KP0010,south,intracanada,49594.0,0.4226
2018-08-01,TCPL,KP0010,south,intracanada,49594.0,78.6055
2018-09-01,TCPL,KP0010,south,intracanada,49594.0,1.534
2018-10-01,TCPL,KP0010,south,intracanada,49594.0,0.7597
2018-11-01,TCPL,KP0010,south,intracanada,49594.0,2.6387
2018-12-01,TCPL,KP0010,south,intracanada,49594.0,0.5355
2019-01-01,TCPL,KP0010,south,intracanada,49594.0,2.7813
2019-02-01,TCPL,KP0010,south,intracanada,49594.0,10.8989
2019-03-01,TCPL,KP0010,south,intracanada,49594.0,19.5706
2019-04-01,TCPL,KP0010,south,intracanada,49594.0,0.8817
2019-05-01,TCPL,KP0010,south,intracanada,49594.0,407.8386
2019-06-01,TCPL,KP0010,south,intracanada,49594.0,3810.1263
2019-07-01,TCPL,KP0010,south,intracanada,49594.0,57.0226
2019-08-01,TCPL,KP0010,south,intracanada,49594.0,953.5897
2019-09-01,TCPL,KP0010,south,intracanada,49594.0,1570.2859
2019-10-01,TCPL,KP0010,south,intracanada,49594.0,9.1787
2019-11-01,TCPL,KP0010,south,intracanada,49594.0,12.055
2019-12-01,TCPL,KP0010,south,intracanada,49594.0,0.58
2020-01-01,TCPL,KP0010,south,intracanada,49594.0,3.0748
2020-02-01,TCPL,KP0010,south,intracanada,49594.0,0.559
2020-03-01,TCPL,KP0010,south,intracanada,49594.0,3.3694
2020-04-01,TCPL,KP0010,south,intracanada,49594.0,5.0923
2020-05-01,TCPL,KP0010,south,intracanada,49594.0,4326.4629
2020-06-01,TCPL,KP0010,south,intracanada,49594.0,3115.8857
2020-07-01,TCPL,KP0010,south,intracanada,49594.0,77.6955
2020-08-01,TCPL,KP0010,south,intracanada,49594.0,1529.0197
2020-09-01,TCPL,KP0010,south,intracanada,49594.0,2391.7763
2020-10-01,TCPL,KP0010,south,intracanada,49594.0,2.4335
2020-11-01,TCPL,KP0010,south,intracanada,49594.0,5.0817
2020-12-01,TCPL,KP0010,south,intracanada,49594.0,14.5974
2021-01-01,TCPL,KP0010,south,intracanada,49594.0,1.6261
2021-02-01,TCPL,KP0010,south,intracanada,49594.0,5.9111
2021-03-01,TCPL,KP0010,south,intracanada,49594.0,12.2045
2021-04-01,TCPL,KP0010,south,intracanada,49594.0,509.3303
2021-05-01,TCPL,KP0010,south,intracanada,49594.0,2947.099
2021-06-01,TCPL,KP0010,south,intracanada,49594.0,4072.8771
2021-07-01,TCPL,KP0010,south,intracanada,49594.0,1868.0671
2021-08-01,TCPL,KP0010,south,intracanada,49594.0,912.8368
2021-09-01,TCPL,KP0010,south,intracanada,49594.0,2628.4703
2021-10-01,TCPL,KP0010,south,intracanada,49594.0,483.4478
2021-11-01,TCPL,KP0010,south,intracanada,49594.0,0.3355
2021-12-01,TCPL,KP0010,south,intracanada,49594.0,14.2356
2022-01-01,TCPL,KP0010,south,intracanada,49594.0,4.6774
2022-02-01,TCPL,KP0010,south,intracanada,49594.0,5.0714
2022-03-01,TCPL,KP0010,south,intracanada,49594.0,3.4839
2022-04-01,TCPL,KP0010,south,intracanada,49594.0,5.1409
2022-05-01,TCPL,KP0010,south,intracanada,49594.0,114.229
2022-06-01,TCPL,KP0010,south,intracanada,49594.0,3189.7214
2022-07-01,TCPL,KP0010,south,intracanada,49594.0,1851.4194
2022-08-01,TCPL,KP0010,south,intracanada,49594.0,908.0323
2022-09-01,TCPL,KP0010,south,intracanada,49594.0,3034.7667
2022-10-01,TCPL,KP0010,south,intracanada,49594.0,228.9516
2022-11-01,TCPL,KP0010,south,intracanada,49594.0,216.3701
2022-12-01,TCPL,KP0010,south,intracanada,49594.0,0.0
2023-01-01,TCPL,KP0010,south,intracanada,49594.0,1.1905
2023-02-01,TCPL,KP0010,south,intracanada,49594.0,8.5776
2023-03-01,TCPL,KP0010,south,intracanada,49594.0,0.0
2023-04-01,TCPL,KP0010,south,intracanada,49594.0,3581.8978
2023-05-01,TCPL,KP0010,south,intracanada,49594.0,11504.6034
2023-06-01,TCPL,KP0010,south,intracanada,49594.0,6892.747
2023-07-01,TCPL,KP0010,south,intracanada,49594.0,2028.6978
2023-08-01,TCPL,KP0010,south,intracanada,49594.0,11096.4147
2023-09-01,TCPL,KP0010,south,intracanada,49594.0,10887.6252
2006-01-01,TCPL,KP0011,north,intracanada,53490.1961,4858.5161
2006-02-01,TCPL,KP0011,north,intracanada,53490.1961,13407.9575
2006-03-01,TCPL,KP0011,north,intracanada,53490.1961,7347.9669
2006-04-01,TCPL,KP0011,north,intracanada,53490.1961,0.0002
2006-05-01,TCPL,KP0011,north,intracanada,53490.1961,0.0
2006-06-01,TCPL,KP0011,north,intracanada,53490.1961,0.0
2006-07-01,TCPL,KP0011,north,intracanada,53490.1961,0.0
2006-08-01,TCPL,KP0011,north,intracanada,53490.1961,0.0
2006-09-01,TCPL,KP0011,north,intracanada,53490.1961,0.0
2006-10-01,TCPL,KP0011,north,intracanada,53490.1961,171.3852
2006-11-01,TCPL,KP0011,north,intracanada,53490.1961,4774.5761
2006-12-01,TCPL,KP0011,north,intracanada,53490.1961,13076.0875
2007-01-01,TCPL,KP0011,north,intracanada,53490.1961,22340.5156
2007-02-01,TCPL,KP0011,north,intracanada,53490.1961,24568.9071
2007-03-01,TCPL,KP0011,north,intracanada,53490.1961,14550.101
2007-04-01,TCPL,KP0011,north,intracanada,53490.1961,3637.133
2007-05-01,TCPL,KP0011,north,intracanada,53490.1961,0.0
2007-06-01,TCPL,KP0011,north,intracanada,53490.1961,0.0
2007-07-01,TCPL,KP0011,north,intracanada,53490.1961,0.0
2007-08-01,TCPL,KP0011,north,intracanada,53490.1961,0.0
2007-09-01,TCPL,KP0011,north,intracanada,53490.1961,0.0
2007-10-01,TCPL,KP0011,north,intracanada,53490.1961,470.921
2007-11-01,TCPL,KP0011,north,intracanada,53490.1961,15806.3807
2007-12-01,TCPL,KP0011,north,intracanada,53490.1961,33134.1594
2008-01-01,TCPL,KP0011,north,intracanada,53490.1961,31652.4242
2008-02-01,TCPL,KP0011,north,intracanada,53490.1961,33740.0741
2008-03-01,TCPL,KP0011,north,intracanada,53490.1961,26977.0235
2008-04-01,TCPL,KP0011,north,intracanada,53490.1961,3729.1673
2008-05-01,TCPL,KP0011,north,intracanada,53490.1961,1.4032
2008-06-01,TCPL,KP0011,north,intracanada,53490.1961,0.0
2008-07-01,TCPL,KP0011,north,intracanada,53490.1961,0.0
2008-08-01,TCPL,KP0011,north,intracanada,53490.1961,0.0
2008-09-01,TCPL,KP0011,north,intracanada,53490.1961,0.0
2008-10-01,TCPL,KP0011,north,intracanada,53490.1961,3375.9368
2008-11-01,TCPL,KP0011,north,intracanada,53490.1961,21178.8263
2008-12-01,TCPL,KP0011,north,intracanada,53490.1961,37236.0768
2009-01-01,TCPL,KP0011,north,intracanada,53490.1961,38236.021
2009-02-01,TCPL,KP0011,north,intracanada,53490.1961,35200.7739
2009-03-01,TCPL,KP0011,north,intracanada,53490.1961,21019.8016
2009-04-01,TCPL,KP0011,north,intracanada,53490.1961,12083.16
2009-05-01,TCPL,KP0011,north,intracanada,53490.1961,0.0
2009-06-01,TCPL,KP0011,north,intracanada,53490.1961,0.0
2009-07-01,TCPL,KP0011,north,intracanada,53490.1961,0.0
2009-08-01,TCPL,KP0011,north,intracanada,53490.1961,4170.3974
2009-09-01,TCPL,KP0011,north,intracanada,53490.1961,4028.748
2009-10-01,TCPL,KP0011,north,intracanada,53490.1961,7334.4545
2009-11-01,TCPL,KP0011,north,intracanada,53490.1961,21474.279
2009-12-01,TCPL,KP0011,north,intracanada,53490.1961,38888.3555
2010-01-01,TCPL,KP0011,north,intracanada,53490.1961,38219.9958
2010-02-01,TCPL,KP0011,north,intracanada,53490.1961,36835.2043
2010-03-01,TCPL,KP0011,north,intracanada,53490.1961,25962.5232
2010-04-01,TCPL,KP0011,north,intracanada,53490.1961,28245.369
2010-05-01,TCPL,KP0011,north,intracanada,53490.1961,30592.7026
2010-06-01,TCPL,KP0011,north,intracanada,53490.1961,27786.725
2010-07-01,TCPL,KP0011,north,intracanada,53490.1961,33495.8352
2010-08-01,TCPL,KP0011,north,intracanada,53490.1961,23328.3129
2010-09-01,TCPL,KP0011,north,intracanada,53490.1961,26162.966
2010-10-01,TCPL,KP0011,north,intracanada,53490.1961,24873.4477
2010-11-01,TCPL,KP0011,north,intracanada,53490.1961,31958.9227
2010-12-01,TCPL,KP0011,north,intracanada,53490.1961,40501.0287
2011-01-01,TCPL,KP0011,north,intracanada,53490.1961,42986.0677
2011-02-01,TCPL,KP0011,north,intracanada,53490.1961,41467.2696
2011-03-01,TCPL,KP0011,north,intracanada,53490.1961,32026.7945
2011-04-01,TCPL,KP0011,north,intracanada,53490.1961,25622.884
2011-05-01,TCPL,KP0011,north,intracanada,53490.1961,12989.8316
2011-06-01,TCPL,KP0011,north,intracanada,53490.1961,11073.566
2011-07-01,TCPL,KP0011,north,intracanada,53490.1961,15486.2529
2011-08-01,TCPL,KP0011,north,intracanada,53490.1961,8402.8777
2011-09-01,TCPL,KP0011,north,intracanada,53490.1961,10027.4857
2011-10-01,TCPL,KP0011,north,intracanada,53490.1961,20450.701
2011-11-01,TCPL,KP0011,north,intracanada,53490.1961,30067.888
2011-12-01,TCPL,KP0011,north,intracanada,53490.1961,40340.3729
2012-01-01,TCPL,KP0011,north,intracanada,53490.1961,44712.6661
2012-02-01,TCPL,KP0011,north,intracanada,53490.1961,39355.7086
2012-03-01,TCPL,KP0011,north,intracanada,53490.1961,28974.8742
2012-04-01,TCPL,KP0011,north,intracanada,53490.1961,27237.532
2012-05-01,TCPL,KP0011,north,intracanada,53490.1961,14300.6839
2012-06-01,TCPL,KP0011,north,intracanada,53490.1961,18224.845
2012-07-01,TCPL,KP0011,north,intracanada,53490.1961,21259.9265
2012-08-01,TCPL,KP0011,north,intracanada,53490.1961,18246.721
2012-09-01,TCPL,KP0011,north,intracanada,53490.1961,19253.4183
2012-10-01,TCPL,KP0011,north,intracanada,53668.9859,27193.6755
2012-11-01,TCPL,KP0011,north,intracanada,59032.6797,41843.829
2012-12-01,TCPL,KP0011,north,intracanada,59032.6797,39729.2974
2013-01-01,TCPL,KP0011,north,intracanada,59032.6797,42543.1152
2013-02-01,TCPL,KP0011,north,intracanada,59032.6797,45652.7839
2013-03-01,TCPL,KP0011,north,intracanada,59032.6797,41222.8723
2013-04-01,TCPL,KP0011,north,intracanada,59032.6797,33870.588
2013-05-01,TCPL,KP0011,north,intracanada,59032.6797,19761.7471
2013-06-01,TCPL,KP0011,north,intracanada,59032.6797,15444.069
2013-07-01,TCPL,KP0011,north,intracanada,59032.6797,16991.3681
2013-08-01,TCPL,KP0011,north,intracanada,59032.6797,7270.2274
2013-09-01,TCPL,KP0011,north,intracanada,59032.6797,6933.9653
2013-10-01,TCPL,KP0011,north,intracanada,59032.6797,10271.7084
2013-11-01,TCPL,KP0011,north,intracanada,63241.8301,30217.2913
2013-12-01,TCPL,KP0011,north,intracanada,63241.8301,41624.7742
2014-01-01,TCPL,KP0011,north,intracanada,63241.8301,44858.0674
2014-02-01,TCPL,KP0011,north,intracanada,63241.8301,33487.4943
2014-03-01,TCPL,KP0011,north,intracanada,63241.8301,24487.6939
2014-04-01,TCPL,KP0011,north,intracanada,63241.8301,7133.105
2014-05-01,TCPL,KP0011,north,intracanada,63241.8301,0.0
2014-06-01,TCPL,KP0011,north,intracanada,63241.8301,0.0
2014-07-01,TCPL,KP0011,north,intracanada,63241.8301,0.0235
2014-08-01,TCPL,KP0011,north,intracanada,63241.8301,0.0
2014-09-01,TCPL,KP0011,north,intracanada,63241.8301,21.7347
2014-10-01,TCPL,KP0011,north,intracanada,63241.8301,31.4403
2014-11-01,TCPL,KP0011,north,intracanada,63241.8301,19025.075
2014-12-01,TCPL,KP0011,north,intracanada,63241.8301,28964.5939
2015-01-01,TCPL,KP0011,north,intracanada,63241.8301,44219.6968
2015-02-01,TCPL,KP0011,north,intracanada,63241.8301,51281.8221
2015-03-01,TCPL,KP0011,north,intracanada,63241.8301,33466.8639
2015-04-01,TCPL,KP0011,north,intracanada,63241.8301,3912.9317
2015-05-01,TCPL,KP0011,north,intracanada,63241.8301,0.659
2015-06-01,TCPL,KP0011,north,intracanada,63241.8301,0.5123
2015-07-01,TCPL,KP0011,north,intracanada,63241.8301,0.82
2015-08-01,TCPL,KP0011,north,intracanada,63241.8301,4.8329
2015-09-01,TCPL,KP0011,north,intracanada,63241.8301,0.507
2015-10-01,TCPL,KP0011,north,intracanada,63241.8301,6078.2977
2015-11-01,TCPL,KP0011,north,intracanada,63241.8301,7605.512
2015-12-01,TCPL,KP0011,north,intracanada,63241.8301,8880.1065
2016-01-01,TCPL,KP0011,north,intracanada,63241.8301,33363.5497
2016-02-01,TCPL,KP0011,north,intracanada,63241.8301,25569.851
2016-03-01,TCPL,KP0011,north,intracanada,63241.8301,10617.8113
2016-04-01,TCPL,KP0011,north,intracanada,63241.8301,16751.093
2016-05-01,TCPL,KP0011,north,intracanada,63241.8301,2015.4223
2016-06-01,TCPL,KP0011,north,intracanada,63241.8301,0.0
2016-07-01,TCPL,KP0011,north,intracanada,63241.8301,2833.8284
2016-08-01,TCPL,KP0011,north,intracanada,63241.8301,3742.3087
2016-09-01,TCPL,KP0011,north,intracanada,63241.8301,526.1847
2016-10-01,TCPL,KP0011,north,intracanada,63241.8301,4363.0342
2016-11-01,TCPL,KP0011,north,intracanada,77176.4706,18597.1497
2016-12-01,TCPL,KP0011,north,intracanada,77176.4706,46599.8019
2017-01-01,TCPL,KP0011,north,intracanada,77176.4706,49769.9374
2017-02-01,TCPL,KP0011,north,intracanada,77176.4706,45733.6518
2017-03-01,TCPL,KP0011,north,intracanada,77176.4706,49017.2184
2017-04-01,TCPL,KP0011,north,intracanada,77176.4706,16433.8717
2017-05-01,TCPL,KP0011,north,intracanada,77176.4706,8782.0455
2017-06-01,TCPL,KP0011,north,intracanada,77176.4706,1579.9007
2017-07-01,TCPL,KP0011,north,intracanada,77176.4706,4414.3713
2017-08-01,TCPL,KP0011,north,intracanada,77176.4706,5371.8945
2017-09-01,TCPL,KP0011,north,intracanada,77176.4706,2858.1403
2017-10-01,TCPL,KP0011,north,intracanada,77176.4706,10964.6774
2017-11-01,TCPL,KP0011,north,intracanada,86661.7778,24904.1837
2017-12-01,TCPL,KP0011,north,intracanada,86661.7778,52312.3452
2018-01-01,TCPL,KP0011,north,intracanada,86661.7778,54536.8806
2018-02-01,TCPL,KP0011,north,intracanada,86661.7778,41697.4046
2018-03-01,TCPL,KP0011,north,intracanada,86661.7778,37775.2694
2018-04-01,TCPL,KP0011,north,intracanada,86661.7778,34861.1283
2018-05-01,TCPL,KP0011,north,intracanada,86661.7778,634.301
2018-06-01,TCPL,KP0011,north,intracanada,86661.7778,3375.9373
2018-07-01,TCPL,KP0011,north,intracanada,86661.7778,9174.299
2018-08-01,TCPL,KP0011,north,intracanada,86661.7778,11080.7355
2018-09-01,TCPL,KP0011,north,intracanada,86661.7778,6557.3077
2018-10-01,TCPL,KP0011,north,intracanada,86661.7778,18292.0426
2018-11-01,TCPL,KP0011,north,intracanada,86661.7778,41527.1297
2018-12-01,TCPL,KP0011,north,intracanada,86661.7778,52957.6597
2019-01-01,TCPL,KP0011,north,intracanada,86661.7778,60848.6431
2019-02-01,TCPL,KP0011,north,intracanada,86661.7778,59906.3399
2019-03-01,TCPL,KP0011,north,intracanada,86661.7778,43071.1128
2019-04-01,TCPL,KP0011,north,intracanada,86661.7778,21156.385
2019-05-01,TCPL,KP0011,north,intracanada,86661.7778,6403.3565
2019-06-01,TCPL,KP0011,north,intracanada,86661.7778,113.5567
2019-07-01,TCPL,KP0011,north,intracanada,86661.7778,7985.3816
2019-08-01,TCPL,KP0011,north,intracanada,86661.7778,5565.521
2019-09-01,TCPL,KP0011,north,intracanada,86661.7778,838.2323
2019-10-01,TCPL,KP0011,north,intracanada,86661.7778,8951.1513
2019-11-01,TCPL,KP0011,north,intracanada,91843.0,41469.844
2019-12-01,TCPL,KP0011,north,intracanada,91843.0,53823.2816
2020-01-01,TCPL,KP0011,north,intracanada,91843.0,54213.3835
2020-02-01,TCPL,KP0011,north,intracanada,91843.0,53241.8369
2020-03-01,TCPL,KP0011,north,intracanada,91843.0,27397.82
2020-04-01,TCPL,KP0011,north,intracanada,91843.0,16145.764
2020-05-01,TCPL,KP0011,north,intracanada,91843.0,2652.6535
2020-06-01,TCPL,KP0011,north,intracanada,91843.0,522.9803
2020-07-01,TCPL,KP0011,north,intracanada,91843.0,7612.789
2020-08-01,TCPL,KP0011,north,intracanada,91843.0,3449.8216
2020-09-01,TCPL,KP0011,north,intracanada,91843.0,873.3423
2020-10-01,TCPL,KP0011,north,intracanada,91843.0,14699.0174
2020-11-01,TCPL,KP0011,north,intracanada,91843.0,25525.1093
2020-12-01,TCPL,KP0011,north,intracanada,91843.0,51193.7348
2021-01-01,TCPL,KP0011,north,intracanada,91843.0,59045.9919
2021-02-01,TCPL,KP0011,north,intracanada,91843.0,63907.3343
2021-03-01,TCPL,KP0011,north,intracanada,91843.0,37278.0119
2021-04-01,TCPL,KP0011,north,intracanada,91843.0,11135.9823
2021-05-01,TCPL,KP0011,north,intracanada,91843.0,1417.9381
2021-06-01,TCPL,KP0011,north,intracanada,91843.0,4294.012
2021-07-01,TCPL,KP0011,north,intracanada,91843.0,3522.0852
2021-08-01,TCPL,KP0011,north,intracanada,91843.0,9295.0758
2021-09-01,TCPL,KP0011,north,intracanada,91843.0,1110.9293
2021-10-01,TCPL,KP0011,north,intracanada,91843.0,4719.8377
2021-11-01,TCPL,KP0011,north,intracanada,98460.0,35692.8698
2021-12-01,TCPL,KP0011,north,intracanada,98460.0,46064.7202
2022-01-01,TCPL,KP0011,north,intracanada,98460.0,72067.0
2022-02-01,TCPL,KP0011,north,intracanada,98460.0,60042.6786
2022-03-01,TCPL,KP0011,north,intracanada,98460.0,37722.2258
2022-04-01,TCPL,KP0011,north,intracanada,98460.0,18267.3023
2022-05-01,TCPL,KP0011,north,intracanada,98460.0,3694.6186
2022-06-01,TCPL,KP0011,north,intracanada,98460.0,3361.2926
2022-07-01,TCPL,KP0011,north,intracanada,98460.0,8888.2258
2022-08-01,TCPL,KP0011,north,intracanada,98460.0,6386.4194
2022-09-01,TCPL,KP0011,north,intracanada,98460.0,825.9667
2022-10-01,TCPL,KP0011,north,intracanada,98460.0,9370.3094
2022-11-01,TCPL,KP0011,north,intracanada,98957.0,23965.8757
2022-12-01,TCPL,KP0011,north,intracanada,98957.0,43361.3642
2023-01-01,TCPL,KP0011,north,intracanada,98957.0,39729.558
2023-02-01,TCPL,KP0011,north,intracanada,98957.0,39748.0929
2023-03-01,TCPL,KP0011,north,intracanada,98957.0,27235.4221
2023-04-01,TCPL,KP0011,north,intracanada,98957.0,3687.6872
2023-05-01,TCPL,KP0011,north,intracanada,98957.0,247.6019
2023-06-01,TCPL,KP0011,north,intracanada,98957.0,2210.8361
2023-07-01,TCPL,KP0011,north,intracanada,98957.0,4230.8604
2023-08-01,TCPL,KP0011,north,intracanada,98957.0,1.1242
2023-09-01,TCPL,KP0011,north,intracanada,98957.0,1187.7286
2006-01-01,TCPL,KP0013,south,export,20100.0,13095.5961
2006-02-01,TCPL,KP0013,south,export,20100.0,13282.1407
2006-03-01,TCPL,KP0013,south,export,20100.0,11917.8652
2006-04-01,TCPL,KP0013,south,export,20100.0,8933.65
2006-05-01,TCPL,KP0013,south,export,20100.0,7487.7155
2006-06-01,TCPL,KP0013,south,export,20100.0,8093.2557
2006-07-01,TCPL,KP0013,south,export,20100.0,8168.7174
2006-08-01,TCPL,KP0013,south,export,20100.0,8966.5087
2006-09-01,TCPL,KP0013,south,export,20100.0,5453.3107
2006-10-01,TCPL,KP0013,south,export,20100.0,12302.7803
2006-11-01,TCPL,KP0013,south,export,20100.0,11273.654
2006-12-01,TCPL,KP0013,south,export,20100.0,12422.0861
2007-01-01,TCPL,KP0013,south,export,20100.0,13157.0042
2007-02-01,TCPL,KP0013,south,export,20100.0,13961.1257
2007-03-01,TCPL,KP0013,south,export,20100.0,10364.8161
2007-04-01,TCPL,KP0013,south,export,20100.0,7895.5707
2007-05-01,TCPL,KP0013,south,export,20100.0,7443.2016
2007-06-01,TCPL,KP0013,south,export,20100.0,8610.2973
2007-07-01,TCPL,KP0013,south,export,20100.0,9096.8232
2007-08-01,TCPL,KP0013,south,export,20100.0,11112.0339
2007-09-01,TCPL,KP0013,south,export,20100.0,9533.6907
2007-10-01,TCPL,KP0013,south,export,20100.0,10508.6242
2007-11-01,TCPL,KP0013,south,export,20100.0,9527.8783
2007-12-01,TCPL,KP0013,south,export,20100.0,13794.3316
2008-01-01,TCPL,KP0013,south,export,20100.0,13686.2716
2008-02-01,TCPL,KP0013,south,export,20100.0,13954.2348
2008-03-01,TCPL,KP0013,south,export,20100.0,13625.1626
2008-04-01,TCPL,KP0013,south,export,20100.0,10936.4647
2008-05-01,TCPL,KP0013,south,export,20100.0,8110.2374
2008-06-01,TCPL,KP0013,south,export,20100.0,7738.189
2008-07-01,TCPL,KP0013,south,export,20100.0,7725.9035
2008-08-01,TCPL,KP0013,south,export,20100.0,8665.9813
2008-09-01,TCPL,KP0013,south,export,20100.0,7340.9317
2008-10-01,TCPL,KP0013,south,export,20100.0,9154.0997
2008-11-01,TCPL,KP0013,south,export,20100.0,11397.2683
2008-12-01,TCPL,KP0013,south,export,20100.0,11418.6355
2009-01-01,TCPL,KP0013,south,export,20100.0,11871.1361
2009-02-01,TCPL,KP0013,south,export,20100.0,11593.5804
2009-03-01,TCPL,KP0013,south,export,20100.0,8791.6358
2009-04-01,TCPL,KP0013,south,export,20100.0,9473.2387
2009-05-01,TCPL,KP0013,south,export,20100.0,5663.8245
2009-06-01,TCPL,KP0013,south,export,20100.0,7361.9847
2009-07-01,TCPL,KP0013,south,export,20100.0,8838.0058
2009-08-01,TCPL,KP0013,south,export,20100.0,9504.0445
2009-09-01,TCPL,KP0013,south,export,20100.0,8590.001
2009-10-01,TCPL,KP0013,south,export,20100.0,10272.7255
2009-11-01,TCPL,KP0013,south,export,20100.0,9772.4437
2009-12-01,TCPL,KP0013,south,export,20100.0,11619.159
2010-01-01,TCPL,KP0013,south,export,20100.0,13249.3877
2010-02-01,TCPL,KP0013,south,export,20100.0,14458.2211
2010-03-01,TCPL,KP0013,south,export,20100.0,11894.6323
2010-04-01,TCPL,KP0013,south,export,20100.0,10156.971
2010-05-01,TCPL,KP0013,south,export,20100.0,10940.7487
2010-06-01,TCPL,KP0013,south,export,20100.0,11485.3127
2010-07-01,TCPL,KP0013,south,export,20100.0,11591.7084
2010-08-01,TCPL,KP0013,south,export,20100.0,11911.3939
2010-09-01,TCPL,KP0013,south,export,20100.0,9265.3063
2010-10-01,TCPL,KP0013,south,export,20100.0,8336.9216
2010-11-01,TCPL,KP0013,south,export,20100.0,7286.672
2010-12-01,TCPL,KP0013,south,export,20100.0,12141.7784
2011-01-01,TCPL,KP0013,south,export,20100.0,13026.7497
2011-02-01,TCPL,KP0013,south,export,20100.0,11207.6607
2011-03-01,TCPL,KP0013,south,export,20100.0,8003.3635
2011-04-01,TCPL,KP0013,south,export,20100.0,10637.7927
2011-05-01,TCPL,KP0013,south,export,20100.0,7195.2368
2011-06-01,TCPL,KP0013,south,export,20100.0,7540.7283
2011-07-01,TCPL,KP0013,south,export,20100.0,10099.0023
2011-08-01,TCPL,KP0013,south,export,20100.0,9535.2213
2011-09-01,TCPL,KP0013,south,export,20100.0,7908.196
2011-10-01,TCPL,KP0013,south,export,20100.0,9357.6516
2011-11-01,TCPL,KP0013,south,export,20100.0,6708.113
2011-12-01,TCPL,KP0013,south,export,20100.0,8359.3552
2012-01-01,TCPL,KP0013,south,export,20100.0,7498.5235
2012-02-01,TCPL,KP0013,south,export,20100.0,6990.2983
2012-03-01,TCPL,KP0013,south,export,20100.0,5203.099
2012-04-01,TCPL,KP0013,south,export,20100.0,4747.7753
2012-05-01,TCPL,KP0013,south,export,20100.0,3765.0823
2012-06-01,TCPL,KP0013,south,export,20100.0,4131.541
2012-07-01,TCPL,KP0013,south,export,20100.0,4502.4213
2012-08-01,TCPL,KP0013,south,export,20100.0,4032.1784
2012-09-01,TCPL,KP0013,south,export,20100.0,3621.418
2012-10-01,TCPL,KP0013,south,export,20100.0,7030.5506
2012-11-01,TCPL,KP0013,south,export,20100.0,3399.1847
2012-12-01,TCPL,KP0013,south,export,20100.0,5043.7629
2013-01-01,TCPL,KP0013,south,export,20100.0,6253.9932
2013-02-01,TCPL,KP0013,south,export,20100.0,6477.655
2013-03-01,TCPL,KP0013,south,export,20100.0,6837.5397
2013-04-01,TCPL,KP0013,south,export,20100.0,8311.283
2013-05-01,TCPL,KP0013,south,export,20100.0,4950.3913
2013-06-01,TCPL,KP0013,south,export,20100.0,4733.977
2013-07-01,TCPL,KP0013,south,export,20100.0,1583.2842
2013-08-01,TCPL,KP0013,south,export,20100.0,1719.4635
